txn_id,posting_date,accrual_date,entity,cost_centre,account_code,amount,currency,vendor_id,doc_ref,approval_ref,memo
T001001,2024-08-15,2024-08-14,MI-US,OPS-AMER,6130,3738.75,USD,V1012,INV-2024-001001,,temporary operations cover
T001019,2024-08-15,2024-08-12,MI-US,OPS-AMER,6610,8830.27,USD,V1021,INV-2024-001019,,inbound freight - 2024-08
T002148,2024-08-15,2024-08-14,MI-US,ENG-US,6240,316.06,USD,V1036,INV-2024-002148,,ground transport Milwaukee
T003365,2024-08-15,2024-08-15,MI-US,SGA-US,6210,5575.91,USD,V1036,INV-2024-003365,AP-2024-5967,"airfare San Francisco return, business"
T003369,2024-08-15,2024-08-15,MI-US,SGA-US,6220,109.2,USD,V1002,INV-2024-003369,,"hotel - 1 nights, Hartford"
T005692,2024-08-15,2024-08-14,MI-CA,OPS-CA,6240,134.33,CAD,V1036,INV-2024-005692,,ground transport Boston
T005718,2024-08-15,2024-08-12,MI-CA,OPS-CA,6610,13858.95,CAD,V1021,INV-2024-005718,,inbound freight - 2024-08
T006978,2024-08-15,2024-08-12,MI-CA,SGA-CA,6240,229.18,CAD,V1036,INV-2024-006978,,ground transport Toronto
T007010,2024-08-15,2024-08-14,MI-CA,SGA-CA,6820,2292.42,CAD,V1015,INV-2024-007010,,bank charges - 2024-08
T008285,2024-08-15,2024-08-12,MI-NL,OPS-EU,6320,2559.72,EUR,V1009,INV-2024-008285,,utilities - 2024-08
T008306,2024-08-15,2024-08-13,MI-NL,OPS-EU,6620,6370.08,EUR,V1030,INV-2024-008306,,outbound freight - 2024-08
T010665,2024-08-15,2024-08-12,MI-NL,SGA-EU,6320,3005.53,EUR,V1009,INV-2024-010665,,utilities - 2024-08
T001008,2024-08-16,2024-08-14,MI-US,OPS-AMER,6330,9878.06,USD,V1035,INV-2024-001008,,planned maintenance
T001022,2024-08-16,2024-08-15,MI-US,OPS-AMER,6620,44382.5,USD,V1021,INV-2024-001022,,customer delivery
T001028,2024-08-16,2024-08-04,MI-US,OPS-AMER,6830,2846.42,USD,V1037,INV-2024-001028,,sundry expenses - 2024-08
T002160,2024-08-16,2024-08-15,MI-US,ENG-US,6330,1261.02,USD,V1035,INV-2024-002160,,HVAC service
T003411,2024-08-16,2024-08-16,MI-US,SGA-US,6520,4240.28,USD,V1203,INV-2024-003411,,test equipment
T009428,2024-08-16,2024-08-16,MI-NL,ENG-EU,6320,4044.49,EUR,V1033,INV-2024-009428,,utilities - 2024-08
T004484,2024-08-17,2024-08-14,MI-US,MKT-US,6240,218.62,USD,V1008,INV-2024-004484,,ground transport Calgary
T004487,2024-08-17,2024-08-16,MI-US,MKT-US,6240,195.6,USD,V1008,INV-2024-004487,,ground transport Boston
T004494,2024-08-17,2024-08-17,MI-US,MKT-US,6130,5965.93,USD,V1006,INV-2024-004494,,temporary operations cover
T006975,2024-08-17,2024-08-16,MI-CA,SGA-CA,6230,3373.45,CAD,V1037,INV-2024-006975,AP-2024-3648,client entertainment Zurich
T008268,2024-08-17,2024-08-15,MI-NL,OPS-EU,6210,471.91,EUR,V1002,INV-2024-008268,,"airfare Toronto, economy"
T008280,2024-08-17,2024-08-16,MI-NL,OPS-EU,6120,6693.35,EUR,,INV-2024-008280,,employer contributions - period 2024-08
T008282,2024-08-17,2024-08-16,MI-NL,OPS-EU,6130,7536.01,EUR,V1010,INV-2024-008282,,temporary operations cover
T008288,2024-08-17,2024-08-14,MI-NL,OPS-EU,6320,5842.16,EUR,V1033,INV-2024-008288,,utilities - 2024-08
T008305,2024-08-17,2024-08-11,MI-NL,OPS-EU,6620,48025.69,EUR,V1130,INV-2024-008305,,customer delivery
T009418,2024-08-17,2024-08-17,MI-NL,ENG-EU,6240,215.31,EUR,V1036,INV-2024-009418,,ground transport New York
T010638,2024-08-17,2024-08-16,MI-NL,SGA-EU,6220,810.58,EUR,V1025,INV-2024-010638,,"hotel - 5 nights, Chicago"
T010660,2024-08-17,2024-08-16,MI-NL,SGA-EU,6120,1203.85,EUR,,INV-2024-010660,,employer contributions - period 2024-08
T010669,2024-08-17,2024-08-14,MI-NL,SGA-EU,6410,2536.11,EUR,V1005,INV-2024-010669,,tax compliance
T010680,2024-08-17,2024-08-16,MI-NL,SGA-EU,6510,2800.62,EUR,V1007,INV-2024-010680,,subscription renewal
T010687,2024-08-17,2024-08-17,MI-NL,SGA-EU,6820,2561.78,EUR,V1015,INV-2024-010687,,FX and transfer fees
T003379,2024-08-18,2024-08-16,MI-US,SGA-US,6230,93.29,USD,V1002,INV-2024-003379,,team meals Toronto
T004492,2024-08-18,2024-08-16,MI-US,MKT-US,6120,7926.8,USD,,INV-2024-004492,,employer contributions - period 2024-08
T005689,2024-08-18,2024-08-15,MI-CA,OPS-CA,6240,225.3,CAD,V1008,INV-2024-005689,,ground transport Cleveland
T005728,2024-08-18,2024-08-17,MI-CA,OPS-CA,6830,2908.03,CAD,V1034,INV-2024-005728,,sundry expenses - 2024-08
T006968,2024-08-18,2024-08-18,MI-CA,SGA-CA,6220,658.75,CAD,V1025,INV-2024-006968,,"hotel - 2 nights, San Francisco"
T006972,2024-08-18,2024-08-18,MI-CA,SGA-CA,6230,1487.68,CAD,V1002,INV-2024-006972,AP-2024-1627,client entertainment London
T006993,2024-08-18,2024-08-16,MI-CA,SGA-CA,6320,4388.84,CAD,V1033,INV-2024-006993,,utilities - 2024-08
T006999,2024-08-18,2024-08-15,MI-CA,SGA-CA,6420,4830.32,CAD,V1011,INV-2024-006999,,IP counsel
T008271,2024-08-18,2024-08-15,MI-NL,OPS-EU,6220,761.06,EUR,V1002,INV-2024-008271,,"hotel - 5 nights, Hartford"
T008279,2024-08-18,2024-08-15,MI-NL,OPS-EU,6110,24573.55,EUR,,INV-2024-008279,,semi-monthly payroll run
T008296,2024-08-18,2024-08-17,MI-NL,OPS-EU,6520,6397.47,EUR,V1251,INV-2024-008296,,test equipment
T009439,2024-08-18,2024-08-17,MI-NL,ENG-EU,6530,6710.1,EUR,V1007,INV-2024-009439,,cloud hosting - 2024-08
T010661,2024-08-18,2024-08-16,MI-NL,SGA-EU,6120,26446.33,EUR,,INV-2024-010661,,employer contributions - period 2024-08
T010682,2024-08-18,2024-08-17,MI-NL,SGA-EU,6520,2028.41,EUR,V1028,INV-2024-010682,,test equipment
T000983,2024-08-19,2024-08-17,MI-US,OPS-AMER,6220,876.62,USD,V1002,INV-2024-000983,,"hotel - 4 nights, San Francisco"
T001016,2024-08-19,2024-08-19,MI-US,OPS-AMER,6530,3865.59,USD,V1032,INV-2024-001016,,compute and storage
T002163,2024-08-19,2024-08-18,MI-US,ENG-US,6430,6127.09,USD,V1203,INV-2024-002163,,consulting - 2024-08
T003385,2024-08-19,2024-08-19,MI-US,SGA-US,6240,162.23,USD,V1036,INV-2024-003385,,ground transport Leuven
T003393,2024-08-19,2024-08-19,MI-US,SGA-US,6120,19459.67,USD,,INV-2024-003393,,employer contributions - period 2024-08
T004471,2024-08-19,2024-08-16,MI-US,MKT-US,6210,1078.84,USD,V1036,INV-2024-004471,AP-2024-1692,"airfare Utrecht, economy"
T004483,2024-08-19,2024-08-17,MI-US,MKT-US,6240,219.65,USD,V1036,INV-2024-004483,,ground transport Amsterdam
T004488,2024-08-19,2024-08-19,MI-US,MKT-US,6240,260.88,USD,V1036,INV-2024-004488,,ground transport New York
T004500,2024-08-19,2024-08-17,MI-US,MKT-US,6520,2358.64,USD,V1028,INV-2024-004500,,laptops and peripherals
T005685,2024-08-19,2024-08-18,MI-CA,OPS-CA,6230,484.88,CAD,V1002,INV-2024-005685,,team meals Amsterdam
T005711,2024-08-19,2024-08-16,MI-CA,OPS-CA,6520,7030.65,CAD,V1028,INV-2024-005711,,laptops and peripherals
T006987,2024-08-19,2024-08-16,MI-CA,SGA-CA,6110,100979.5,CAD,,INV-2024-006987,,payroll run - period 2024-08
T007007,2024-08-19,2024-08-18,MI-CA,SGA-CA,6520,5168.74,CAD,V1028,INV-2024-007007,,test equipment
T008292,2024-08-19,2024-08-16,MI-NL,OPS-EU,6430,1465.57,EUR,V1251,INV-2024-008292,,consulting - 2024-08
T009412,2024-08-19,2024-08-16,MI-NL,ENG-EU,6230,1845.06,EUR,V1037,INV-2024-009412,AP-2024-5725,client entertainment Winnipeg
T010688,2024-08-19,2024-08-16,MI-NL,SGA-EU,6830,3431.03,EUR,V1037,INV-2024-010688,,office supplies
T510889,2024-08-19,2024-07-30,MI-NL,OPS-EU,6620,-15541.67,EUR,V1021,CM-2024-008255,,credit memo - reversal of INV-2024-008255
T000992,2024-08-20,2024-08-19,MI-US,OPS-AMER,6230,1445.2,USD,V1037,INV-2024-000992,AP-2024-6350,client entertainment Eindhoven
T001012,2024-08-20,2024-08-17,MI-US,OPS-AMER,6510,2243.34,USD,V1007,INV-2024-001012,,subscription renewal
T002146,2024-08-20,2024-08-18,MI-US,ENG-US,6240,35.08,USD,V1036,INV-2024-002146,,ground transport Zurich
T002149,2024-08-20,2024-08-20,MI-US,ENG-US,6110,101732.72,USD,,INV-2024-002149,,payroll run - period 2024-08
T002157,2024-08-20,2024-08-17,MI-US,ENG-US,6310,22893.23,USD,V1017,INV-2024-002157,,monthly rent
T002165,2024-08-20,2024-08-18,MI-US,ENG-US,6510,12130.8,USD,V1022,INV-2024-002165,,subscription renewal
T003406,2024-08-20,2024-08-20,MI-US,SGA-US,6420,9689.0,USD,V1011,INV-2024-003406,,legal advice - commercial
T004475,2024-08-20,2024-08-17,MI-US,MKT-US,6230,2404.07,USD,V1037,INV-2024-004475,AP-2024-9335,client entertainment New York
T004482,2024-08-20,2024-08-20,MI-US,MKT-US,6230,224.34,USD,V1037,INV-2024-004482,,team meals Amsterdam
T006973,2024-08-20,2024-08-20,MI-CA,SGA-CA,6230,320.98,CAD,V1037,INV-2024-006973,,team meals Utrecht
T008297,2024-08-20,2024-08-20,MI-NL,OPS-EU,6530,3086.92,EUR,V1032,INV-2024-008297,,cloud hosting - 2024-08
T008301,2024-08-20,2024-08-20,MI-NL,OPS-EU,6610,14192.18,EUR,V1030,INV-2024-008301,,inbound freight - 2024-08
T008311,2024-08-20,2024-08-19,MI-NL,OPS-EU,6630,4446.72,EUR,V1088,INV-2024-008311,,air freight - urgent
T010657,2024-08-20,2024-08-19,MI-NL,SGA-EU,6240,120.03,EUR,V1008,INV-2024-010657,,ground transport Zurich
T010684,2024-08-20,2024-08-20,MI-NL,SGA-EU,6530,5871.68,EUR,V1007,INV-2024-010684,,compute and storage
T000986,2024-08-21,2024-08-20,MI-US,OPS-AMER,6220,148.31,USD,V1002,INV-2024-000986,,"hotel - 1 nights, Milwaukee"
T002151,2024-08-21,2024-08-19,MI-US,ENG-US,6120,28673.28,USD,,INV-2024-002151,,employer contributions - period 2024-08
T003386,2024-08-21,2024-08-20,MI-US,SGA-US,6240,241.56,USD,V1036,INV-2024-003386,,ground transport Toronto
T003401,2024-08-21,2024-08-21,MI-US,SGA-US,6330,1668.27,USD,V1020,INV-2024-003401,,planned maintenance
T007013,2024-08-21,2024-08-19,MI-CA,SGA-CA,6830,1368.17,CAD,V1037,INV-2024-007013,,sundry expenses - 2024-08
T009406,2024-08-21,2024-08-18,MI-NL,ENG-EU,6210,501.46,EUR,V1002,INV-2024-009406,,"airfare San Francisco, economy"
T009423,2024-08-21,2024-08-19,MI-NL,ENG-EU,6130,9768.62,EUR,V1012,INV-2024-009423,,temporary operations cover
T010647,2024-08-21,2024-08-21,MI-NL,SGA-EU,6230,86.08,EUR,V1002,INV-2024-010647,,team meals Hartford
T000995,2024-08-22,2024-08-21,MI-US,OPS-AMER,6110,77147.01,USD,,INV-2024-000995,,semi-monthly payroll run
T000999,2024-08-22,2024-08-22,MI-US,OPS-AMER,6130,6686.6,USD,V1012,INV-2024-000999,,contract engineer - 2024-08
T002140,2024-08-22,2024-08-21,MI-US,ENG-US,6230,142.56,USD,V1002,INV-2024-002140,,team meals Winnipeg
T002143,2024-08-22,2024-08-19,MI-US,ENG-US,6240,278.68,USD,V1036,INV-2024-002143,,ground transport San Francisco
T002150,2024-08-22,2024-08-20,MI-US,ENG-US,6110,71905.94,USD,,INV-2024-002150,,payroll run - period 2024-08
T002155,2024-08-22,2024-08-19,MI-US,ENG-US,6130,4091.88,USD,V1012,INV-2024-002155,,contract engineer - 2024-08
T003384,2024-08-22,2024-08-22,MI-US,SGA-US,6240,302.35,USD,V1036,INV-2024-003384,,ground transport Rotterdam
T004507,2024-08-22,2024-08-22,MI-US,MKT-US,6720,22797.59,USD,V1013,INV-2024-004507,,exhibition fees
T004508,2024-08-22,2024-08-21,MI-US,MKT-US,6830,2402.43,USD,V1037,INV-2024-004508,,office supplies
T005705,2024-08-22,2024-08-20,MI-CA,OPS-CA,6330,6025.3,CAD,V1020,INV-2024-005705,,planned maintenance
T005720,2024-08-22,2024-08-21,MI-CA,OPS-CA,6620,19865.87,CAD,V1030,INV-2024-005720,,customer delivery
T008276,2024-08-22,2024-08-21,MI-NL,OPS-EU,6240,179.42,EUR,V1008,INV-2024-008276,,ground transport San Francisco
T008286,2024-08-22,2024-08-21,MI-NL,OPS-EU,6320,2207.89,EUR,V1033,INV-2024-008286,,utilities - 2024-08
T008295,2024-08-22,2024-08-19,MI-NL,OPS-EU,6520,2125.74,EUR,V1004,INV-2024-008295,,test equipment
T008312,2024-08-22,2024-08-19,MI-NL,OPS-EU,6810,7823.7,EUR,V1016,INV-2024-008312,,insurance premium instalment
T009419,2024-08-22,2024-08-21,MI-NL,ENG-EU,6110,93554.87,EUR,,INV-2024-009419,,semi-monthly payroll run
T010658,2024-08-22,2024-08-22,MI-NL,SGA-EU,6110,21101.25,EUR,,INV-2024-010658,,payroll run - period 2024-08
T010683,2024-08-22,2024-08-22,MI-NL,SGA-EU,6520,3197.33,EUR,V1004,INV-2024-010683,,laptops and peripherals
T001002,2024-08-23,2024-08-23,MI-US,OPS-AMER,6310,65492.29,USD,V1017,INV-2024-001002,,monthly rent
T002147,2024-08-23,2024-08-23,MI-US,ENG-US,6240,296.98,USD,V1036,INV-2024-002147,,ground transport London
T004474,2024-08-23,2024-08-21,MI-US,MKT-US,6230,191.19,USD,V1037,INV-2024-004474,,team meals Eindhoven
T004506,2024-08-23,2024-08-23,MI-US,MKT-US,6720,8253.96,USD,V1013,INV-2024-004506,,trade show stand
T006994,2024-08-23,2024-08-22,MI-CA,SGA-CA,6320,1148.85,CAD,V1033,INV-2024-006994,,utilities - 2024-08
T010640,2024-08-23,2024-08-21,MI-NL,SGA-EU,6220,204.1,EUR,V1025,INV-2024-010640,,"hotel - 1 nights, Toronto"
T001005,2024-08-24,2024-08-21,MI-US,OPS-AMER,6320,4665.65,USD,V1033,INV-2024-001005,,utilities - 2024-08
T001009,2024-08-24,2024-08-22,MI-US,OPS-AMER,6430,1498.42,USD,V1203,INV-2024-001009,,advisory - process review
T001011,2024-08-24,2024-08-24,MI-US,OPS-AMER,6430,4597.13,USD,V1203,INV-2024-001011,,advisory - process review
T001021,2024-08-24,2024-08-24,MI-US,OPS-AMER,6620,41569.12,USD,V1030,INV-2024-001021,,outbound freight - 2024-08
T002138,2024-08-24,2024-08-21,MI-US,ENG-US,6230,2053.36,USD,V1037,INV-2024-002138,AP-2024-9844,client entertainment Eindhoven
T002141,2024-08-24,2024-08-24,MI-US,ENG-US,6240,323.02,USD,V1036,INV-2024-002141,,ground transport Boston
T002154,2024-08-24,2024-08-21,MI-US,ENG-US,6130,19122.79,USD,V1006,INV-2024-002154,,contract engineer - 2024-08
T002158,2024-08-24,2024-08-22,MI-US,ENG-US,6320,4599.13,USD,V1009,INV-2024-002158,,utilities - 2024-08
T003373,2024-08-24,2024-08-16,MI-US,SGA-US,6230,372.04,USD,V1037,INV-2024-003373,,team meals London
T003413,2024-08-24,2024-08-22,MI-US,SGA-US,6810,15071.42,USD,V1016,INV-2024-003413,,insurance premium instalment
T004495,2024-08-24,2024-08-24,MI-US,MKT-US,6510,2418.23,USD,V1007,INV-2024-004495,,seat licences - 2024-08
T005686,2024-08-24,2024-08-22,MI-CA,OPS-CA,6230,276.36,CAD,V1037,INV-2024-005686,,team meals Toronto
T006970,2024-08-24,2024-08-24,MI-CA,SGA-CA,6230,1947.54,CAD,V1002,INV-2024-006970,AP-2024-2751,client entertainment Toronto
T008310,2024-08-24,2024-08-21,MI-NL,OPS-EU,6630,6217.78,EUR,V1021,INV-2024-008310,,air freight - urgent
T009411,2024-08-24,2024-08-21,MI-NL,ENG-EU,6220,774.99,EUR,V1002,INV-2024-009411,,"hotel - 5 nights, Utrecht"
T009422,2024-08-24,2024-08-21,MI-NL,ENG-EU,6120,20144.77,EUR,,INV-2024-009422,,employer contributions - period 2024-08
T010667,2024-08-24,2024-08-22,MI-NL,SGA-EU,6330,2789.18,EUR,V1020,INV-2024-010667,,planned maintenance
T010675,2024-08-24,2024-08-12,MI-NL,SGA-EU,6430,4700.06,EUR,V1026,INV-2024-010675,,advisory - process review
T001027,2024-08-25,2024-08-22,MI-US,OPS-AMER,6810,7939.41,USD,V1016,INV-2024-001027,,insurance premium instalment
T002142,2024-08-25,2024-08-24,MI-US,ENG-US,6240,256.53,USD,V1008,INV-2024-002142,,ground transport Leuven
T002167,2024-08-25,2024-08-24,MI-US,ENG-US,6510,7391.23,USD,V1007,INV-2024-002167,,seat licences - 2024-08
T003392,2024-08-25,2024-08-25,MI-US,SGA-US,6120,13156.54,USD,,INV-2024-003392,,employer contributions - period 2024-08
T003404,2024-08-25,2024-08-25,MI-US,SGA-US,6420,1622.07,USD,V1011,INV-2024-003404,,IP counsel
T004499,2024-08-25,2024-08-25,MI-US,MKT-US,6520,473.43,USD,V1203,INV-2024-004499,,laptops and peripherals
T005688,2024-08-25,2024-08-25,MI-CA,OPS-CA,6230,655.37,CAD,V1037,INV-2024-005688,,client entertainment Leuven
T005694,2024-08-25,2024-08-25,MI-CA,OPS-CA,6110,79850.18,CAD,,INV-2024-005694,,semi-monthly payroll run
T006976,2024-08-25,2024-08-24,MI-CA,SGA-CA,6230,168.54,CAD,V1002,INV-2024-006976,,team meals Milwaukee
T008293,2024-08-25,2024-08-22,MI-NL,OPS-EU,6430,4368.51,EUR,V1251,INV-2024-008293,,consulting - 2024-08
T009441,2024-08-25,2024-08-25,MI-NL,ENG-EU,6530,13497.74,EUR,V1007,INV-2024-009441,,compute and storage
T010639,2024-08-25,2024-08-25,MI-NL,SGA-EU,6220,474.58,EUR,V1025,INV-2024-010639,,"hotel - 3 nights, Calgary"
T010646,2024-08-25,2024-08-24,MI-NL,SGA-EU,6230,330.49,EUR,V1002,INV-2024-010646,,team meals Cleveland
T010666,2024-08-25,2024-08-23,MI-NL,SGA-EU,6320,2263.25,EUR,V1033,INV-2024-010666,,utilities - 2024-08
T000980,2024-08-26,2024-08-23,MI-US,OPS-AMER,6210,1020.19,USD,V1036,INV-2024-000980,AP-2024-8552,"airfare Cleveland, economy"
T002128,2024-08-26,2024-08-24,MI-US,ENG-US,6210,557.82,USD,V1002,INV-2024-002128,,"airfare Winnipeg, economy"
T002171,2024-08-26,2024-08-23,MI-US,ENG-US,6520,6526.41,USD,V1203,INV-2024-002171,,laptops and peripherals
T004501,2024-08-26,2024-08-24,MI-US,MKT-US,6710,65277.12,USD,V1024,INV-2024-004501,,digital advertising - 2024-08
T005703,2024-08-26,2024-08-25,MI-CA,OPS-CA,6320,3970.31,CAD,V1009,INV-2024-005703,,utilities - 2024-08
T005722,2024-08-26,2024-08-24,MI-CA,OPS-CA,6620,38597.11,CAD,V1023,INV-2024-005722,,customer delivery
T006997,2024-08-26,2024-08-26,MI-CA,SGA-CA,6410,4059.68,CAD,V1005,INV-2024-006997,,audit fees - interim
T007002,2024-08-26,2024-08-24,MI-CA,SGA-CA,6430,4373.96,CAD,V1029,INV-2024-007002,,systems advisory
T008273,2024-08-26,2024-08-25,MI-NL,OPS-EU,6230,1334.15,EUR,V1037,INV-2024-008273,AP-2024-2348,client entertainment Utrecht
T008291,2024-08-26,2024-08-25,MI-NL,OPS-EU,6430,3130.16,EUR,V1203,INV-2024-008291,,systems advisory
T008294,2024-08-26,2024-08-25,MI-NL,OPS-EU,6510,5753.38,EUR,V1022,INV-2024-008294,,seat licences - 2024-08
T000993,2024-08-27,2024-08-26,MI-US,OPS-AMER,6240,69.98,USD,V1036,INV-2024-000993,,ground transport Toronto
T001004,2024-08-27,2024-08-25,MI-US,OPS-AMER,6320,5495.38,USD,V1009,INV-2024-001004,,utilities - 2024-08
T003395,2024-08-27,2024-08-26,MI-US,SGA-US,6130,1456.21,USD,V1012,INV-2024-003395,,contract engineer - 2024-08
T003403,2024-08-27,2024-08-25,MI-US,SGA-US,6410,3164.39,USD,V1005,INV-2024-003403,,audit fees - interim
T004479,2024-08-27,2024-08-25,MI-US,MKT-US,6230,1271.39,USD,V1002,INV-2024-004479,AP-2024-5234,client entertainment London
T004498,2024-08-27,2024-08-25,MI-US,MKT-US,6510,2463.12,USD,V1022,INV-2024-004498,,seat licences - 2024-08
T005687,2024-08-27,2024-08-27,MI-CA,OPS-CA,6230,216.28,CAD,V1037,INV-2024-005687,,team meals Leuven
T005716,2024-08-27,2024-08-24,MI-CA,OPS-CA,6610,4094.8,CAD,V1018,INV-2024-005716,,inbound freight - 2024-08
T005726,2024-08-27,2024-08-26,MI-CA,OPS-CA,6630,1286.19,CAD,V1021,INV-2024-005726,,air freight - urgent
T006965,2024-08-27,2024-08-27,MI-CA,SGA-CA,6210,1497.12,CAD,V1036,INV-2024-006965,AP-2024-5206,"airfare Winnipeg, economy"
T006967,2024-08-27,2024-08-26,MI-CA,SGA-CA,6220,397.89,CAD,V1025,INV-2024-006967,,"hotel - 2 nights, Rotterdam"
T008298,2024-08-27,2024-08-27,MI-NL,OPS-EU,6530,1238.62,EUR,V1032,INV-2024-008298,,compute and storage
T009426,2024-08-27,2024-08-26,MI-NL,ENG-EU,6130,12462.63,EUR,V1010,INV-2024-009426,,contract engineer - 2024-08
T001024,2024-08-28,2024-08-27,MI-US,OPS-AMER,6630,6250.71,USD,V1021,INV-2024-001024,,expedited air freight - Line 3 tooling failure
T002145,2024-08-28,2024-08-26,MI-US,ENG-US,6240,83.87,USD,V1008,INV-2024-002145,,ground transport Milwaukee
T002170,2024-08-28,2024-08-27,MI-US,ENG-US,6520,4120.88,USD,V1251,INV-2024-002170,,laptops and peripherals
T004493,2024-08-28,2024-08-26,MI-US,MKT-US,6130,7517.59,USD,V1010,INV-2024-004493,,contract engineer - 2024-08
T005693,2024-08-28,2024-08-27,MI-CA,OPS-CA,6110,148270.84,CAD,,INV-2024-005693,,payroll run - period 2024-08
T005723,2024-08-28,2024-08-27,MI-CA,OPS-CA,6630,1313.15,CAD,V1088,INV-2024-005723,,expedited freight
T006995,2024-08-28,2024-08-27,MI-CA,SGA-CA,6330,1581.97,CAD,V1035,INV-2024-006995,,HVAC service
T007009,2024-08-28,2024-08-27,MI-CA,SGA-CA,6810,14778.48,CAD,V1016,INV-2024-007009,,insurance premium instalment
T010659,2024-08-28,2024-08-26,MI-NL,SGA-EU,6110,98220.9,EUR,,INV-2024-010659,,payroll run - period 2024-08
T010662,2024-08-28,2024-08-28,MI-NL,SGA-EU,6130,4514.01,EUR,V1006,INV-2024-010662,,temporary operations cover
T001017,2024-08-29,2024-08-27,MI-US,OPS-AMER,6610,54773.96,USD,V1021,INV-2024-001017,,customs and duty
T001025,2024-08-29,2024-08-26,MI-US,OPS-AMER,6630,5159.83,USD,V1021,INV-2024-001025,,expedited air freight - Line 3 tooling failure
T001029,2024-08-29,2024-08-26,MI-US,OPS-AMER,6830,405.04,USD,V1034,INV-2024-001029,,office supplies
T002127,2024-08-29,2024-08-28,MI-US,ENG-US,6210,475.31,USD,V1002,INV-2024-002127,,"airfare San Francisco, economy"
T002161,2024-08-29,2024-08-29,MI-US,ENG-US,6430,9378.23,USD,V1029,INV-2024-002161,,consulting - 2024-08
T003391,2024-08-29,2024-08-27,MI-US,SGA-US,6110,42545.96,USD,,INV-2024-003391,,semi-monthly payroll run
T005696,2024-08-29,2024-08-26,MI-CA,OPS-CA,6120,22670.2,CAD,,INV-2024-005696,,employer contributions - period 2024-08
T005721,2024-08-29,2024-08-27,MI-CA,OPS-CA,6620,24996.13,CAD,V1023,INV-2024-005721,,customer delivery
T008272,2024-08-29,2024-08-26,MI-NL,OPS-EU,6230,350.22,EUR,V1002,INV-2024-008272,,team meals Leuven
T008275,2024-08-29,2024-08-29,MI-NL,OPS-EU,6240,236.31,EUR,V1008,INV-2024-008275,,ground transport Milwaukee
T008302,2024-08-29,2024-08-26,MI-NL,OPS-EU,6610,13614.86,EUR,V1018,INV-2024-008302,,inbound freight - 2024-08
T001015,2024-08-30,2024-08-30,MI-US,OPS-AMER,6520,3169.26,USD,V1004,INV-2024-001015,,laptops and peripherals
T002129,2024-08-30,2024-08-28,MI-US,ENG-US,6210,900.64,USD,V1036,INV-2024-002129,,"airfare Cleveland, economy"
T002132,2024-08-30,2024-08-30,MI-US,ENG-US,6210,977.26,USD,V1036,INV-2024-002132,,"airfare Milwaukee, economy"
T002136,2024-08-30,2024-08-27,MI-US,ENG-US,6220,472.34,USD,V1025,INV-2024-002136,,"hotel - 4 nights, Hartford"
T002164,2024-08-30,2024-08-30,MI-US,ENG-US,6430,4617.36,USD,V1026,INV-2024-002164,,systems advisory
T003382,2024-08-30,2024-08-29,MI-US,SGA-US,6230,2395.98,USD,V1037,INV-2024-003382,AP-2024-8445,client entertainment Amsterdam
T003408,2024-08-30,2024-08-18,MI-US,SGA-US,6430,5640.71,USD,V1251,INV-2024-003408,,systems advisory
T004481,2024-08-30,2024-08-30,MI-US,MKT-US,6230,2325.23,USD,V1002,INV-2024-004481,AP-2024-4162,client entertainment London
T005715,2024-08-30,2024-08-28,MI-CA,OPS-CA,6610,6358.44,CAD,V1018,INV-2024-005715,,customs and duty
T006962,2024-08-30,2024-08-28,MI-CA,SGA-CA,6210,1434.46,CAD,V1036,INV-2024-006962,AP-2024-1674,"airfare Boston, economy"
T008281,2024-08-30,2024-08-29,MI-NL,OPS-EU,6120,35133.89,EUR,,INV-2024-008281,,employer contributions - period 2024-08
T009407,2024-08-30,2024-08-28,MI-NL,ENG-EU,6210,4905.41,EUR,V1002,INV-2024-009407,AP-2024-3350,"airfare Toronto return, business"
T009427,2024-08-30,2024-08-27,MI-NL,ENG-EU,6310,19676.38,EUR,V1003,INV-2024-009427,,monthly rent
T009430,2024-08-30,2024-08-29,MI-NL,ENG-EU,6330,2079.4,EUR,V1035,INV-2024-009430,,planned maintenance
T009442,2024-08-30,2024-08-28,MI-NL,ENG-EU,6830,1670.68,EUR,V1034,INV-2024-009442,,sundry expenses - 2024-08
T010645,2024-08-30,2024-08-30,MI-NL,SGA-EU,6230,207.24,EUR,V1037,INV-2024-010645,,team meals Toronto
T010648,2024-08-30,2024-08-27,MI-NL,SGA-EU,6230,695.2,EUR,V1037,INV-2024-010648,,client entertainment Chicago
T010652,2024-08-30,2024-08-28,MI-NL,SGA-EU,6230,307.82,EUR,V1002,INV-2024-010652,,team meals Calgary
T010674,2024-08-30,2024-08-30,MI-NL,SGA-EU,6420,7760.51,EUR,V1031,INV-2024-010674,,legal advice - commercial
T000994,2024-08-31,2024-08-29,MI-US,OPS-AMER,6240,109.46,USD,V1036,INV-2024-000994,,ground transport San Francisco
T003368,2024-08-31,2024-08-30,MI-US,SGA-US,6210,371.26,USD,V1036,INV-2024-003368,,"airfare Chicago, economy"
T003374,2024-08-31,2024-08-31,MI-US,SGA-US,6230,1595.14,USD,V1037,INV-2024-003374,AP-2024-9014,client entertainment Winnipeg
T004497,2024-08-31,2024-08-29,MI-US,MKT-US,6510,1479.58,USD,V1022,INV-2024-004497,,subscription renewal
